0,5
1,1
2,4
3,3
4,7
5,4
6,1
7,1
8,8
9,7
10,1
11,9
12,1
13,2
14,9
15,5
16,5
17,9
18,7
19,9
20,0
21,4
22,6
23,5
24,5
25,9
26,0
27,4
28,6
29,7
30,8
31,3
32,4
33,8
34,8
35,9
36,4
37,0
38,4
39,2
40,1
41,9
42,3
43,9
44,5
45,7
46,1
47,6
48,5
49,9
50,2
51,3
52,5
53,9
54,9
55,2
56,9
57,7
58,0
59,4
60,2
61,2
62,2
63,6
64,2
65,3
66,4
67,8
68,3
69,6
70,9
71,8
72,4
73,2
74,6
75,6
76,7
77,2
78,6
79,0
80,9
81,0
82,7
83,5
84,1
85,3
86,7
87,3
88,3
89,1
90,8
91,7
92,6
93,3
94,8
95,6
96,3
97,2
98,6
99,7
100,0
101,8
102,0
103,9
104,7
105,7
106,8
107,8
108,8
109,4
110,0
111,1
112,6
113,7
114,5
115,1
116,5
117,8
118,3
119,8
120,0
121,6
122,0
123,7
124,3
125,2
126,6
127,3
128,6
129,7
130,3
131,7
132,4
133,7
134,3
135,4
136,1
137,6
138,3
139,6
140,5
141,2
142,1
143,9
144,5
145,1
146,3
147,9
148,3
149,0
150,3
151,6
152,6
153,3
154,2
155,1
156,4
157,5
158,9
159,4
160,3
161,6
162,8
163,0
164,6
165,3
166,4
167,1
168,0
169,0
170,4
171,4
172,5
173,0
174,7
175,2
176,7
177,1
178,4
179,5
180,8
181,1
182,5
183,1
184,7
185,8
186,1
187,9
188,1
189,7
190,6
191,5
192,4
193,0
194,6
195,4
196,1
197,3
198,3
199,8
